,lemma,original_form,tag
693,aerodynamics,aerodynamics,NC-S-N-
694,aerogel,aerogels,NC-P-N-
695,aeronaut,aeronauts,NC-P-N-
696,aeroplane,aeroplanes,NC-P-N-
697,aerosol,aerosols,NC-P-N-
698,aerospace,aerospaces,NC-P-N6
699,aesthete,aesthetes,NC-P-N-
700,aesthetics,aesthetics,NC-S-N-
701,aether,aethers,NC-P-N-
702,aetiology,aetiologies,NC-P-N-
703,advocate,advocates,GN-P3D--
704,affair,affairs,NC-P-N5
705,affect,affected,VP---ASA-N-N6
706,*,affecting,ZN-S3-PP----
707,affect,affecting,VP---PSA-N-N6
708,affair,affairs,GN-P3---
709,affect,affects,VI-S3PSA-N-N6
710,affectation,affectations,NC-P-N-
711,affection,affections,NC-P-N4
712,affidavit,affidavits,NC-P-N-
713,affiliate,affiliated,VP---ASA-N-N-
714,affiliates,affiliates,NC-P-N-
715,*,affiliating,ZA----PP----
716,affiliate,affiliating,VP---PSA-N-N-
717,affiliate,affiliates,GN-P3D--
718,affiliation,affiliations,NC-P-N-
719,affinity,affinities,NC-P-N2
720,affirm,affirmed,VP---ASA-N-N-
721,*,affirming,ZN-S3-PP----
722,affirm,affirming,VP---PSA-N-N-
723,affidavit,affidavits,GN-P3---
724,affirm,affirms,VI-S3PSA-N-N-
725,affirmation,affirmations,NC-P-N-
726,affirmation,affirmations,GN-P3---
727,affixed,affixed,AP-N4
728,affix,affixes,NC-P-N-
729,affix,affixes,GN-P3---
730,affix,affixing,VP---PSA-N-N5
731,afflict,afflicted,VP---ASA-N-N-
732,*,afflicting,ZN-S3-PP----
733,afflict,afflicting,VP---PSA-N-N-
734,afflict,afflicts,VI-S3PSA-N-N-
735,affliction,afflictions,NC-P-N-
736,affliction,afflictions,GN-P3D--
737,afford,afforded,VP---ASA-N-N5
738,*,affording,ZN-S3-PP----
739,afford,affording,VP---PSA-N-N5
740,afford,affords,VI-S3PSA-N-N5
741,afforested,afforested,AP-N-
742,afforest,afforesting,VP---PSA-N-N5
743,afforest,afforests,NC-P-N5
744,affray,affrays,NC-P-N-
745,affront,affronted,VP---ASA-N-N5
746,affronting,affronting,NC-S-N-
747,affront,affronts,VI-S3PSA-N-N5
748,Afghan,Afghans,NC-P-N-
749,Afghan,Afghans,GN-P3---
750,African,Africans,NC-P-N-
751,afters,afters,NC-P-N-
752,after-effect,after-effects,NC-P-N-
753,afterglow,afterglows,NC-P-N-
754,afterlife,afterlives,NC-P-N-
755,aftermath,aftermaths,NC-P-N-
756,afternoon,afternoons,NC-P-N5
757,afternoon,afternoons,GN-P3T--
758,after,after-shaves,ENTPN6
759,after,after-shaves,GET--T--
760,aftertaste,aftertastes,NC-P-N-
761,afterthought,afterthoughts,NC-P-N-
762,agate,agates,NC-P-N-
763,agave,agaves,NC-P-N-
764,age,aged,VP---ASA-N-N4
765,ageing,ageing,NC-S-N-
766,age,ages,NC-P-N4
767,aging,aging,NC-S-N-
768,age,age-groups,NC-S-N4
769,agency,agencies,NC-P-N5
770,agenda,agendas,NC-P-N4
771,agenda,agenda,NC-S-N4
772,agent,agents,NC-P-N5
773,*,agglomerated,ZA----PA----
774,agglomerate,agglomerated,VP---ASA-N-N-
775,agent,agents,GN-P3---
776,agglomerate,agglomerates,VI-S3PSA-N-N-
777,agglomerate,agglomerating,VP---PSA-N-N-
778,agglomeration,agglomerations,NC-P-N-
779,*,agglutinated,ZA----PA----
780,agglutinate,agglutinated,VP---ASA-N-N-
781,agglomeration,agglomerations,GN-P3D--
782,agglutinate,agglutinates,VI-S3PSA-N-N-
783,agglutinate,agglutinating,VP---PSA-N-N-
784,agglutination,agglutinations,NC-P-N-
785,agglutination,agglutinations,GN-P3D--
786,aggravate,aggravated,VP---ASA-N-N-
787,aggravate,aggravates,VI-S3PSA-N-N-
788,aggravate,aggravating,VP---PSA-N-N-
789,aggravation,aggravations,NC-P-N-
790,aggregate,aggregated,VP---ASA-N-N3
791,aggregate,aggregated,VP---ASA-N-N3
792,aggravation,aggravations,GN-P3D--
793,.,.,1D--
794,aggregate,aggregates,NC-P-N3
795,aggregate,aggregating,VP---PSA-N-N3
796,aggregation,aggregations,NC-P-N-
797,aggregator,aggregators,NC-P-N-
798,aggression,aggressions,NC-P-N3
799,aggressiveness,aggressivenesses,NC-P-N-
800,aggressor,aggressors,NC-P-N-
801,*,aggrieved,ZA----PA----
802,aggrieve,aggrieved,VP---ASA-N-N-
803,aggressor,aggressors,GN-P3---
804,aggregate,aggregates,GN-P3S--
805,aggrieve,aggrieves,VI-S3PSA-N-N-
806,aggrieve,aggrieving,VP---PSA-N-N-
807,agitate,agitated,VP---ASA-N-N-
808,agitate,agitates,VI-S3PSA-N-N-
809,agitate,agitating,VP---PSA-N-N-
810,agitation,agitations,NC-P-N-
811,agitator,agitators,NC-P-N-
812,AGMs,AGMs,NPUU-N-
813,agnostic,agnostics,NC-P-N-
814,*,agonised,ZA----PA----
815,agonise,agonised,VP---ASA-N-N-
816,agonise,agonises,VI-S3PSA-N-N-
817,agonise,agonising,VP---PSA-N-N-
818,agonist,agonists,NC-P-N-
819,*,agonized,ZA----PA----
820,agonize,agonized,VP---ASA-N-N-
821,agonist,agonists,GN-P3D--
822,agonize,agonizes,VI-S3PSA-N-N-
823,agonize,agonizing,VP---PSA-N-N-
824,agony,agonies,NC-P-N3
825,agony,agonies,GN-P3D--
826,agoraphobia,agoraphobias,NC-P-N-
827,agoraphobia,agoraphobias,GN-P3---
828,agouti,agoutis,NC-P-N-
829,agouti,agoutis,GN-P3---
830,agree,agreed,VP---ASA-N-N6
831,*,agreeing,ZN-S3-PP----
832,agree,agreeing,VP---PSA-N-N6
833,agree,agrees,VI-S3PSA-N-N6
834,agreement,agreements,NC-P-N6
835,agribusiness,agribusinesses,NC-P-N-
836,agriculturalist,agriculturalists,NC-P-N-
837,agriculturist,agriculturists,NC-P-N-
838,agrochemical,agrochemicals,NC-P-N-
839,agrochemical,agrochemicals,GN-P3---
840,agronomist,agronomists,NC-P-N-
841,agronomist,agronomists,GN-P3---
842,aid,aided,VP---ASA-N-N4
843,aid,aiding,VP---PSA-N-N4
844,aid,aids,NC-P-N4
845,aide,aides,NC-P-N-
846,aides-de-camp,aides-de-camp,NCUP-N-
847,ail,ailed,VP---ASA-N-N-
848,*,ailing,ZN-S3-PP----
849,ail,ailing,VP---PSA-N-N-
850,ail,ails,VI-S3PSA-N-N-
851,ailment,ailments,NC-P-N-
852,aim,aimed,VP---ASA-N-N5
853,aim,aiming,VP---PSA-N-N5
854,aim,aims,NC-P-N5
855,air,aired,VP---ASA-N-N6
856,airing,airing,NC-S-N-
857,air,airs,NC-P-N6
858,airbag,airbags,NC-P-N-
859,airbed,airbeds,NC-P-N-
860,airbrick,airbricks,NC-P-N-
861,airbrush,airbrushes,NC-P-N-
862,airbrush,airbrushes,GN-P3---
863,air conditioner,air-conditioners,GN-P3---
864,airdrop,airdrops,NC-P-N-
865,air,air-dried,NC-S-N6
866,air,air-dries,NC-S-N6
867,air,air-drying,NC-S-N6
868,airfield,airfields,NC-P-N-
869,airflow,airflows,NC-P-N-
870,airframe,airframes,NC-P-N-
871,airgun,airguns,NC-P-N-
872,airgun,airguns,GN-P3---
873,airlift,airlifted,VP---ASA-N-N-
874,airlift,airlifting,VP---PSA-N-N-
875,airlift,airlifts,NC-P-N-
876,airline,airlines,NC-P-N4
877,airliner,airliners,NC-P-N-
878,airlock,airlocks,NC-P-N-
879,airmail,airmails,NC-P-N-
880,airman,airmen,NC-P-N-
881,airplane,airplanes,NC-P-N-
882,airport,airports,NC-P-N4
883,air,air-pumps,NC-S-N6
884,air,air-raids,NC-S-N6
885,air,air-shafts,NC-S-N6
886,airship,airships,NC-P-N-
887,airspace,airspaces,NC-P-N-
888,airspace,airspaces,GN-P3---
889,airstream,airstreams,NC-P-N-
890,airstrike,airstrikes,NC-P-N-
891,airstrip,airstrips,NC-P-N-
892,airwaves,airwaves,NC-P-N-
893,airway,airways,NC-P-N-
894,airway,airways,GN-P3---
895,airy,airier,AC-N-
896,airy,airier,GA------
897,airy,airiest,AS-N-
898,aisle,aisles,NC-P-N-
899,alarmed,alarmed,AP-N-
900,alarmed,alarmed,GA------
901,alarming,alarming,AP-N-
902,alarm,alarms,NC-P-N3
903,alarmist,alarmists,NC-P-N-
904,Albanian,Albanians,NC-P-N-
905,albatross,albatrosses,NC-P-N-
906,albedo,albedos,NC-P-N-
907,albinism,albinisms,NC-P-N-
908,albino,albinos,NC-P-N-
909,album,albums,NC-P-N4
910,albumen,albumens,NC-P-N-
911,albumin,albumins,NC-P-N-
912,alchemist,alchemists,NC-P-N-
913,alchemy,alchemies,NC-P-N-
914,alcohol,alcohols,NC-P-N4
915,alcoholic,alcoholics,NC-P-N-
916,alcoholism,alcoholisms,NC-P-N-
917,alcopop,alcopops,NC-P-N-
918,alcove,alcoves,NC-P-N-
919,alcove,alcoves,GN-P3---
920,aldehyde,aldehydes,NC-P-N-
921,alder,alders,NC-P-N-
922,alderman,aldermen,NC-P-N-
923,aldosterone,aldosterones,NC-P-N-
924,ale,ales,NC-P-N-
925,alert,alerted,VP---ASA-N-N1
926,alert,alerting,VP---PSA-N-N1
927,alert,alerts,NC-P-N1
928,alert,alerts,GN-P3D--
929,alfalfa,alfalfas,NC-P-N-
930,alga,algae,NC-P-N-
931,alga,algas,NC-P-N-
932,algebra,algebras,NC-P-N-
933,Algerian,Algerians,NC-P-N-
934,Algerian,Algerians,GN-P3---
935,algorithm,algorithms,NC-P-N-
936,algorithm,algorithms,GN-P3---
937,alias,aliases,NC-P-N-
938,alias,aliases,GN-P3---
939,alibi,alibis,NC-P-N-
940,alien,aliens,NC-P-N2
941,*,alienated,ZA----PA----
942,alienate,alienated,VP---ASA-N-N-
943,ale,ales,GN-P3---
944,aim,aims,GN-P3D--
945,ailment,ailments,GN-P3---
946,alienate,alienates,VI-S3PSA-N-N-
947,alienate,alienating,VP---PSA-N-N-
948,alienation,alienations,NC-P-N-
949,alienation,alienations,GN-P3D--
950,Alit,Alit,NPFS-N-
951,align,aligned,VP---ASA-N-N-
952,*,aligning,ZN-S3-PP----
953,align,aligning,VP---PSA-N-N-
954,Alit,alit,GNFS3---
955,align,aligns,VI-S3PSA-N-N-
956,alignment,alignments,NC-P-N-
957,alignment,alignments,GN-P3D--
958,alkali,alkalies,NC-P-N-
959,alkali,alkalis,NC-P-N-
960,alkalinity,alkalinities,NC-P-N-
961,alkaloid,alkaloids,NC-P-N-
962,allay,allayed,VP---ASA-N-N-
963,*,allaying,ZN-S3-PP----
964,allay,allaying,VP---PSA-N-N-
965,allay,allays,VI-S3PSA-N-N-
966,allegation,allegations,NC-P-N4
967,*,alleged,ZN-S3-PA----
968,allege,alleged,VP---ASA-N-N4
969,allegation,allegations,GN-P3D--
970,allege,alleges,VI-S3PSA-N-N4
971,allege,alleging,VP---PSA-N-N4
972,allegiance,allegiances,NC-P-N-
973,allegory,allegories,NC-P-N-
974,allergen,allergens,NC-P-N-
975,allergen,allergens,GN-P3---
976,allergy,allergies,NC-P-N-
977,*,alleviated,ZA----PA----
978,alleviate,alleviated,VP---ASA-N-N-
979,allergy,allergies,GN-P3---
980,alleviate,alleviates,VI-S3PSA-N-N-
981,alleviate,alleviating,VP---PSA-N-N-
982,alley,alleys,NC-P-N-
983,alleyway,alleyways,NC-P-N-
984,alley,alley-ways,NC-S-N-
985,alliance,alliances,NC-P-N5
986,alligator,alligators,NC-P-N-
987,alliteration,alliterations,NC-P-N-
988,allocate,allocated,VP---ASA-N-N4
989,allocate,allocates,VI-S3PSA-N-N4
990,allocate,allocating,VP---PSA-N-N4
991,allocation,allocations,NC-P-N4
992,allocation,allocations,GN-P3D--
993,allocator,allocators,NC-P-N-
994,allocator,allocators,GN-P3---
995,allot,allots,VI-S3PSA-N-N-
996,allot,allotted,VP---ASA-N-N-
997,allot,allotting,VP---PSA-N-N-
998,allotment,allotments,NC-P-N-
999,allow,allowed,VP---ASA-N-N6
1000,*,allowing,ZN-S3-PP----
1001,allow,allowing,VP---PSA-N-N6
1002,allotment,allotments,GN-P3D--
1003,allow,allows,VI-S3PSA-N-N6
1004,allowance,allowances,NC-P-N5
1005,allowance,allowances,GN-P3D--
1006,alloy,alloys,NC-P-N-
1007,rounders,all-rounders,NC-P-N-
1008,rounders,all-rounders,NC-P-N-
1009,.,.,1D--
1010,allspice,allspices,NC-P-N-
1011,*,alluded,ZA----PA----
1012,allude,alluded,VP---ASA-N-N-
1013,allspice,allspices,GN-P3S--
1014,allude,alludes,VI-S3PSA-N-N-
1015,allude,alluding,VP---PSA-N-N-
1016,allure,allured,VP---ASA-N-N-
1017,allure,allures,NC-P-N-
1018,allure,allures,GN-P3---
1019,alluring,alluring,AP-N-
1020,alluring,alluring,GA------
1021,allusion,allusions,NC-P-N-
1022,allusion,allusions,GN-P3---
1023,allied,allied,AP-N3
1024,ally,allies,NC-P-N4
1025,ally,allying,VP---PSA-N-N4
1026,almanac,almanacs,NC-P-N-
1027,almond,almonds,NC-P-N-
1028,aloe,aloes,NC-P-N-
1029,aloe,aloes,GN-P3---
1030,alopecia,alopecias,NC-P-N-
1031,alpaca,alpacas,NC-P-N-
1032,alpha,alphas,NC-P-N-
1033,alphabet,alphabets,NC-P-N-
1034,*,alphabetized,ZA----PA----
1035,alphabetize,alphabetized,VP---ASA-N-N-
1036,alphabetize,alphabetizes,VI-S3PSA-N-N-
1037,alphabetize,alphabetizing,VP---PSA-N-N-
1038,alpha,alpha-blockers,NC-S-N-
1039,alpha,alpha-helices,NC-S-N-
1040,alpha-helixes,alpha-helixes,K--
1041,alpine,alpines,NC-P-N3
1042,Alsatian,Alsatians,NC-P-N-
1043,Alsatian,Alsatians,GN-P3---
1044,also-rans,also-rans,K--
1045,altar,altars,NC-P-N3
1046,alter,altered,VP---ASA-N-N5
1047,*,altering,ZN-S3-PP----
1048,alter,altering,VP---PSA-N-N5
1049,altar,altars,GN-P3---
1050,alter,alters,VI-S3PSA-N-N5
1051,alteration,alterations,NC-P-N4
1052,altercation,altercations,NC-P-N-
1053,altercation,altercations,NC-P-N-
1054,*,alternated,ZA----PA----
1055,alternate,alternated,VP---ASA-N-N-
1056,alternate,alternates,VI-S3PSA-N-N-
1057,alternate,alternating,VP---PSA-N-N-
1058,alternation,alternations,NC-P-N-
1059,alternative,alternatives,NC-P-N5
1060,alternator,alternators,NC-P-N-
1061,altimeter,altimeters,NC-P-N-
1062,altitude,altitudes,NC-P-N-
1063,alto,altos,NC-P-N-
1064,altruism,altruisms,NC-P-N-
1065,aluminium,aluminiums,NC-P-N3
1066,alumnus,alumni,NC-P-N-
1067,alveolus,alveoli,NC-P-N-
1068,amalgam,amalgams,NC-P-N-
1069,*,amalgamated,ZA----PA----
1070,amalgamate,amalgamated,VP---ASA-N-N-
1071,amalgam,amalgams,GN-P3---
1072,amalgamate,amalgamates,VI-S3PSA-N-N-
1073,amalgamate,amalgamating,VP---PSA-N-N-
1074,amalgamation,amalgamations,NC-P-N-
1075,amanuensis,amanuenses,NC-P-N-
1076,amaranth,amaranths,NC-P-N-
1077,*,amassed,ZA----PA----
1078,amass,amassed,VP---ASA-N-N-
1079,amass,amasses,VI-S3PSA-N-N-
1080,amass,amassing,VP---PSA-N-N-
1081,amateur,amateurs,NC-P-N2
1082,*,amazed,ZA----PA----
1083,amaze,amazed,VP---ASA-N-N-
1084,amateur,amateurs,GN-P3D--
1085,amaze,amazes,VI-S3PSA-N-N-
1086,amazing,amazing,AP-N4
1087,Amazon,Amazons,NC-P-N-
1088,ambassador,ambassadors,NC-P-N3
1089,ambiance,ambiances,NC-P-N-
1090,ambience,ambiences,NC-P-N-
1091,ambiguity,ambiguities,NC-P-N3
1092,ambiguity,ambiguities,GN-P3D--
1093,ambition,ambitions,NC-P-N4
1094,ambition,ambitions,GN-P3---
1095,amble,ambles,NC-P-N-
1096,amble,ambles,GN-P3---
1097,ambulance,ambulances,NC-P-N4
1098,ambulance,ambulances,GN-P3---
1099,ambush,ambushed,VP---ASA-N-N-
1100,ambush,ambushes,VI-S3PSA-N-N-
1101,ambush,ambushing,VP---PSA-N-N-
1102,ameliorate,ameliorated,VP---ASA-N-N-
1103,ameliorate,ameliorates,VI-S3PSA-N-N-
1104,ameliorate,ameliorating,VP---PSA-N-N-
1105,amend,amended,VP---ASA-N-N4
1106,*,amending,ZN-S3-PP----
1107,amend,amending,VP---PSA-N-N4
1108,amend,amends,VI-S3PSA-N-N4
1109,amendment,amendments,NC-P-N4
1110,amenity,amenities,NC-P-N-
1111,amenorrhoea,amenorrhoeas,NC-P-N-
1112,amenorrhoea,amenorrhoeas,GN-P3---
1113,American,Americans,NC-P-N-
1114,*,americanised,ZA----PA----
1115,Americanise,Americanised,VP---ASA-N-N-
1116,American,Americans,GN-P3---
1117,Americanise,Americanises,VI-S3PSA-N-N-
1118,Americanise,Americanising,VP---PSA-N-N-
1119,Americanize,Americanizes,VI-S3PSA-N-N-
1120,Americanize,Americanizing,VP---PSA-N-N-
1121,amethyst,amethysts,NC-P-N-
1122,amide,amides,NC-P-N-
1123,amine,amines,NC-P-N-
1124,aminoacid,aminoacids,NC-P-N-
1125,amino acid,amino-acids,GN-P3---
1126,ammeter,ammeters,NC-P-N-
1127,ammonia,ammonias,NC-P-N-
1128,ammonium,ammoniums,NC-P-N-
1129,ammunition,ammunitions,NC-P-N-
1130,amnesia,amnesias,NC-P-N-
1131,amnesty,amnesties,NC-P-N-
1132,amniocentesis,amniocenteses,NC-P-N-
1133,amniocentesis,amniocenteses,GN-P3---
1134,amoeba,amoebas,NC-P-N-
1135,amoeba,amoebas,GN-P3---
1136,amortisation,amortisations,NC-P-N-
1137,*,amortised,ZA----PA----
1138,amortise,amortised,VP---ASA-N-N-
1139,amortisation,amortisations,GN-P3---
1140,amortise,amortises,VI-S3PSA-N-N-
1141,amortise,amortising,VP---PSA-N-N-
1142,amortization,amortizations,NC-P-N-
1143,*,amortized,ZA----PA----
1144,amortize,amortized,VP---ASA-N-N-
1145,amortization,amortizations,GN-P3D--
1146,amortize,amortizes,VI-S3PSA-N-N-
1147,amortize,amortizing,VP---PSA-N-N-
1148,amount,amounted,VP---ASA-N-N5
1149,amount,amounting,VP---PSA-N-N5
1150,amount,amounts,NC-P-N5
1151,amour,amours,NC-P-N-
1152,amp,amps,VI-S3PSA-N-N2
1153,amperage,amperages,NC-P-N-
1154,ampere,amperes,NC-P-N-
1155,ampere,amperes,NC-P-N-
1156,ampere,ampères,GN-P3D--
1157,ampersand,ampersands,NC-P-N-
1158,amphetamine,amphetamines,NC-P-N-
1159,amphibian,amphibians,NC-P-N-
1160,amphibole,amphiboles,NC-P-N-
1161,amphipod,amphipods,NC-P-N-
1162,amphipod,amphipods,GN-P3---
1163,amphitheater,amphitheaters,NC-P-N-
1164,amphitheater,amphitheaters,GN-P3---
1165,amphitheatre,amphitheatres,NC-P-N-
1166,amphora,amphorae,NC-P-N-
1167,amplification,amplifications,NC-P-N-
1168,amplifier,amplifiers,NC-P-N-
1169,*,amplified,ZA----PA----
1170,amplify,amplified,VP---ASA-N-N-
1171,amplify,amplifies,VI-S3PSA-N-N-
1172,amplify,amplifying,VP---PSA-N-N-
1173,amplitude,amplitudes,NC-P-N-
1174,ampoule,ampoules,NC-P-N-
1175,*,amputated,ZA----PA----
1176,amputate,amputated,VP---ASA-N-N-
1177,amputate,amputates,VI-S3PSA-N-N-
1178,amputate,amputating,VP---PSA-N-N-
1179,amputation,amputations,NC-P-N-
1180,amputee,amputees,NC-P-N-
1181,amulet,amulets,NC-P-N-
1182,*,amused,ZA----PA----
1183,amuse,amused,VP---ASA-N-N3
1184,amuse,amuses,VI-S3PSA-N-N3
1185,amusing,amusing,AP-N-
1186,amusement,amusements,NC-P-N3
1187,anachronism,anachronisms,NC-P-N-
1188,anaconda,anacondas,NC-P-N-
1189,anaemia,anaemias,NC-P-N-
1190,anaesthetic,anaesthetics,NC-P-N-
1191,*,anaesthetised,ZA----PA----
1192,anaesthetise,anaesthetised,VP---ASA-N-N-
1193,anaesthetic,anaesthetics,GN-P3---
1194,anaesthetise,anaesthetises,VI-S3PSA-N-N-
1195,anaesthetise,anaesthetising,VP---PSA-N-N-
1196,anaesthetist,anaesthetists,NC-P-N-
1197,*,anaesthetized,ZA----PA----
1198,anaesthetize,anaesthetized,VP---ASA-N-N-
1199,anaesthetist,anaesthetists,GN-P3D--
1200,anaesthetize,anaesthetizes,VI-S3PSA-N-N-
1201,anaesthetize,anaesthetizing,VP---PSA-N-N-
1202,anagram,anagrams,NC-P-N-
1203,analgesia,analgesias,NC-P-N-
1204,analgesic,analgesics,NC-P-N-
1205,analog,analogs,NC-P-N-
1206,analogue,analogues,NC-P-N-
1207,analogy,analogies,NC-P-N3
1208,analyse,analysed,VP---ASA-N-N5
1209,analysis,analyses,NC-P-N6
1210,analyse,analysing,VP---PSA-N-N5
1211,analyser,analysers,NC-P-N-
1212,analysis,analyses,NC-P-N6
1213,analyst,analysts,NC-P-N4
1214,analytical,analytical,AP-N-
1215,analytical,analytical,GA------
1216,analyze,analyzed,VP---ASA-N-N-
1217,analysis,analyses,GN-P3D--
1218,analyze,analyzes,VI-S3PSA-N-N-
1219,analyze,analyzing,VP---PSA-N-N-
1220,analyzer,analyzers,NC-P-N-
1221,analyzer,analyzers,GN-P3D--
1222,anaphylaxis,anaphylaxes,NC-P-N-
1223,anarchist,anarchists,NC-P-N-
1224,anarchy,anarchies,NC-P-N-
1225,anathema,anathemas,NC-P-N-
1226,anathema,anathemata,NC-P-N-
1227,anatomist,anatomists,NC-P-N-
1228,anatomy,anatomies,NC-P-N-
1229,ancestor,ancestors,NC-P-N3
1230,ancestry,ancestries,NC-P-N-
1231,anchor,anchored,VP---ASA-N-N-
1232,anchor,anchoring,VP---PSA-N-N-
1233,anchor,anchors,NC-P-N-
1234,anchorage,anchorages,NC-P-N-
1235,anchorite,anchorites,NC-P-N-
1236,anchorman,anchormen,NC-P-N-
1237,anchovy,anchovies,NC-P-N-
1238,ancients,ancients,NC-P-N-
1239,'n','n',KN-
1240,androgen,androgens,NC-P-N-
1241,android,androids,NC-P-N-
1242,anecdote,anecdotes,NC-P-N-
1243,anemia,anemias,NC-P-N-
1244,anemometer,anemometers,NC-P-N-
1245,anemone,anemones,NC-P-N-
1246,anesthesiologist,anesthesiologists,NC-P-N-
1247,anesthetic,anesthetics,NC-P-N-
1248,anesthetist,anesthetists,NC-P-N-
1249,*,anesthetized,ZA----PA----
1250,anesthetize,anesthetized,VP---ASA-N-N-
1251,anesthetize,anesthetizes,VI-S3PSA-N-N-
1252,anesthetize,anesthetizing,VP---PSA-N-N-
1253,aneurysm,aneurysms,NC-P-N-
1254,angel,angels,NC-P-N4
1255,Angelica,Angelicas,NC-P-N-
1256,anger,angered,VP---ASA-N-N2
1257,anger,angering,VP---PSA-N-N2
1258,anger,angers,NC-P-N2
1259,anger,angers,GN-P3D--
1260,angiography,angiographies,NC-P-N-
1261,angiography,angiographies,GN-P3---
1262,angle,angled,VP---ASA-N-N5
1263,angle,angles,NC-P-N5
1264,angle,angling,VP---PSA-N-N5
1265,angler,anglers,NC-P-N-
1266,anglican,anglicans,NC-P-N-
1267,Anglicize,Anglicized,VP---ASA-N-N-
1268,angle,angles,GN-P3D--
1269,Angelica,angelicas,GN-P3---
1270,Anglicize,Anglicizes,VI-S3PSA-N-N-
1271,Anglicize,Anglicizing,VP---PSA-N-N-
1272,angling,anglings,NC-P-N-
1273,anglophone,anglophones,NC-P-N-
1274,angora,angoras,NC-P-N-
1275,angry,angrier,AC-N5
1276,angry,angrier,GA------
1277,angry,angriest,AS-N5
1278,angry,angriest,GA------
1279,anhydride,anhydrides,NC-P-N-
1280,aniline,anilines,NC-P-N-
1281,animal,animals,NC-P-N6
1282,*,animated,ZA----PA----
1283,animate,animated,VP---ASA-N-N-
1284,animate,animates,VI-S3PSA-N-N-
1285,animate,animating,VP---PSA-N-N-
1286,animation,animations,NC-P-N-
1287,animator,animators,NC-P-N-
1288,animosity,animosities,NC-P-N-
1289,anion,anions,NC-P-N-
1290,anisotropy,anisotropies,NC-P-N-
1291,ankle,ankles,NC-P-N4
1292,anklet,anklets,NC-P-N-
1293,anklet,anklets,GN-P3---
1294,ankylosis,ankyloses,NC-P-N-
1295,ankylosis,ankyloses,GN-P3---
1296,annex,annexed,VP---ASA-N-N-
1297,annexe,annexes,NC-P-N-
1298,*,annexing,ZA----PP----
1299,annex,annexing,VP---PSA-N-N-
1300,annex,annexes,GN-P3D--
1301,annexation,annexations,NC-P-N-
1302,annex,annexed,VP---ASA-N-N-
1303,annexe,annexes,NC-P-N-
1304,annex,annexing,VP---PSA-N-N-
1305,annihilate,annihilated,VP---ASA-N-N-
1306,annex,annexes,GN-P3D--
1307,annexation,annexations,GN-P3D--
1308,annihilate,annihilates,VI-S3PSA-N-N-
1309,annihilate,annihilating,VP---PSA-N-N-
1310,annihilation,annihilations,NC-P-N-
1311,anniversary,anniversaries,NC-P-N4
1312,*,annotated,ZA----PA----
1313,annotate,annotated,VP---ASA-N-N-
1314,annotate,annotates,VI-S3PSA-N-N-
1315,annotate,annotating,VP---PSA-N-N-
1316,annotation,annotations,NC-P-N-
1317,annotator,annotators,NC-P-N-
1318,*,announced,ZN-S3-PA----
1319,announce,announced,VP---ASA-N-N5
1320,announce,announces,VI-S3PSA-N-N5
1321,announce,announcing,VP---PSA-N-N5
1322,announcement,announcements,NC-P-N4
1323,announcer,announcers,NC-P-N-
1324,annoy,annoyed,VP---ASA-N-N3
1325,*,annoying,ZN-S3-PP----
1326,annoy,annoying,VP---PSA-N-N3
1327,annoy,annoys,VI-S3PSA-N-N3
1328,annoyance,annoyances,NC-P-N-
1329,annoyance,annoyances,GN-P3D--
1330,annualised,annualised,AP-N-
1331,annualised,annualised,GA------
1332,annuity,annuities,NC-P-N-
1333,annul,annulled,VP---ASA-N-N-
1334,*,annulling,ZN-S3-PP----
1335,annul,annulling,VP---PSA-N-N-
1336,annuity,annuities,GN-P3---
1337,annul,annuls,VI-S3PSA-N-N-
1338,annulment,annulments,NC-P-N-
1339,annulment,annulments,GN-P3D--
1340,anode,anodes,NC-P-N-
1341,anode,anodes,GN-P3---
1342,anoint,anointed,VP---ASA-N-N-
1343,*,anointing,ZN-S3-PP----
1344,anoint,anointing,VP---PSA-N-N-
1345,anoint,anoints,VI-S3PSA-N-N-
1346,anomaly,anomalies,NC-P-N-
1347,anomie,anomies,NC-P-N-
1348,*,anonymised,ZA----PA----
1349,anonymise,anonymised,VP---ASA-N-N-
1350,anonymise,anonymises,VI-S3PSA-N-N-
1351,anonymise,anonymising,VP---PSA-N-N-
1352,anorak,anoraks,NC-P-N-
1353,anorexia,anorexias,NC-P-N-
1354,anorexic,anorexics,NC-P-N-
1355,answer,answered,VP---ASA-N-N5
1356,answer,answering,VP---PSA-N-N5
1357,answer,answers,NC-P-N5
1358,ant,ants,NC-P-N3
1359,antacid,antacids,NC-P-N-
1360,*,antagonised,ZA----PA----
1361,antagonise,antagonised,VP---ASA-N-N-
1362,antagonise,antagonises,VI-S3PSA-N-N-
1363,antagonise,antagonising,VP---PSA-N-N-
1364,antagonism,antagonisms,NC-P-N-
1365,antagonist,antagonists,NC-P-N-
1366,*,antagonized,ZA----PA----
1367,antagonize,antagonized,VP---ASA-N-N-
1368,antagonize,antagonizes,VI-S3PSA-N-N-
